,datetime,download_traffic,total_traffic,date,hour,total_traffic_lag_week
24,2017-01-05 02:00:00,2270.435556,3751.822222,2017-01-05 00:00:00,2,
25,2017-01-05 06:00:00,677.5466667000001,785.0666667,2017-01-05 00:00:00,6,
26,2017-01-05 10:00:00,50111.14667,54811.87556,2017-01-05 00:00:00,10,
27,2017-01-05 14:00:00,249797.9733,263185.6356,2017-01-05 00:00:00,14,
28,2017-01-05 18:00:00,196794.5956,247246.5067,2017-01-05 00:00:00,18,
29,2017-01-05 22:00:00,13908.76444,16242.91556,2017-01-05 00:00:00,22,
30,2017-01-06 02:00:00,0.0,0.0,2017-01-06 00:00:00,2,
31,2017-01-06 06:00:00,102.96888890000001,142.22222219999998,2017-01-06 00:00:00,6,
32,2017-01-06 10:00:00,14534.54222,17985.42222,2017-01-06 00:00:00,10,
33,2017-01-06 14:00:00,132775.8222,144381.1556,2017-01-06 00:00:00,14,
34,2017-01-06 18:00:00,320049.4933,335671.7511,2017-01-06 00:00:00,18,
35,2017-01-06 22:00:00,20895.28889,22639.50222,2017-01-06 00:00:00,22,
36,2017-01-07 02:00:00,420.40888889999997,490.95111110000005,2017-01-07 00:00:00,2,
37,2017-01-07 06:00:00,2144.711111,2421.76,2017-01-07 00:00:00,6,
38,2017-01-07 10:00:00,10757.688890000001,13874.63111,2017-01-07 00:00:00,10,
39,2017-01-07 14:00:00,168441.7422,216581.6889,2017-01-07 00:00:00,14,
40,2017-01-07 18:00:00,25909.47556,43131.44889,2017-01-07 00:00:00,18,
41,2017-01-07 22:00:00,841.9555556,1137.777778,2017-01-07 00:00:00,22,
42,2017-01-08 02:00:00,943.2177777999999,1137.777778,2017-01-08 00:00:00,2,52117.61778
43,2017-01-08 06:00:00,1327.217778,1476.835556,2017-01-08 00:00:00,6,243.4844444
44,2017-01-08 10:00:00,13197.08444,15916.37333,2017-01-08 00:00:00,10,431200.1422
45,2017-01-08 14:00:00,84106.24,99789.93778,2017-01-08 00:00:00,14,179572.0533
46,2017-01-08 18:00:00,16896.568890000002,19235.84,2017-01-08 00:00:00,18,137284.8356
47,2017-01-08 22:00:00,1410.275556,1647.502222,2017-01-08 00:00:00,22,195148.2311
48,2017-01-09 02:00:00,48.92444444,87.60888889,2017-01-09 00:00:00,2,44.94222222
49,2017-01-09 06:00:00,7322.1688890000005,7751.111111,2017-01-09 00:00:00,6,7420.5866670000005
50,2017-01-09 10:00:00,29201.635560000002,31143.25333,2017-01-09 00:00:00,10,71663.50222000001
51,2017-01-09 14:00:00,502259.4844,571254.8978,2017-01-09 00:00:00,14,281617.0667
52,2017-01-09 18:00:00,235353.8844,263058.2044,2017-01-09 00:00:00,18,265055.5733
53,2017-01-09 22:00:00,2020.124444,2526.435556,2017-01-09 00:00:00,22,45052.01778
54,2017-01-10 02:00:00,0.0,0.0,2017-01-10 00:00:00,2,230941.5822
55,2017-01-10 06:00:00,625.7777778,876.0888889,2017-01-10 00:00:00,6,461.9377778
56,2017-01-10 10:00:00,968311.4667,1000078.2220000001,2017-01-10 00:00:00,10,143553.9911
57,2017-01-10 14:00:00,906914.7022,943037.44,2017-01-10 00:00:00,14,428830.72
58,2017-01-10 18:00:00,380141.2267,407577.6,2017-01-10 00:00:00,18,60026.88
59,2017-01-10 22:00:00,3836.017778,4384.995556,2017-01-10 00:00:00,22,10470.96889
60,2017-01-11 02:00:00,869.2622222000001,1156.551111,2017-01-11 00:00:00,2,1755.0222219999998
61,2017-01-11 06:00:00,21.61777778,31.85777778,2017-01-11 00:00:00,6,7644.728889
62,2017-01-11 10:00:00,60645.83111,63681.99111,2017-01-11 00:00:00,10,331302.1156
63,2017-01-11 14:00:00,531004.3022,553376.4267,2017-01-11 00:00:00,14,1094119.538
64,2017-01-11 18:00:00,551390.4356,576291.84,2017-01-11 00:00:00,18,169407.1467
65,2017-01-11 22:00:00,13168.64,16001.137780000001,2017-01-11 00:00:00,22,12647.53778
66,2017-01-12 02:00:00,7850.666667,14116.40889,2017-01-12 00:00:00,2,3751.822222
67,2017-01-12 06:00:00,139388.5867,145125.8311,2017-01-12 00:00:00,6,785.0666667
68,2017-01-12 10:00:00,547055.5022,585784.32,2017-01-12 00:00:00,10,54811.87556
69,2017-01-12 14:00:00,335893.0489,354348.3733,2017-01-12 00:00:00,14,263185.6356
70,2017-01-12 18:00:00,336727.6089,354234.5956,2017-01-12 00:00:00,18,247246.5067
71,2017-01-12 22:00:00,31813.97333,34606.08,2017-01-12 00:00:00,22,16242.91556
72,2017-01-13 02:00:00,373.1911111,642.8444444,2017-01-13 00:00:00,2,0.0
73,2017-01-13 06:00:00,73346.27556000001,81240.17778,2017-01-13 00:00:00,6,142.22222219999998
74,2017-01-13 10:00:00,494489.6,533807.7867,2017-01-13 00:00:00,10,17985.42222
75,2017-01-13 14:00:00,459457.4222,509086.72,2017-01-13 00:00:00,14,144381.1556
76,2017-01-13 18:00:00,163064.6044,176539.8756,2017-01-13 00:00:00,18,335671.7511
77,2017-01-13 22:00:00,109615.2178,127958.4711,2017-01-13 00:00:00,22,22639.50222
78,2017-01-14 02:00:00,110795.0933,122891.9467,2017-01-14 00:00:00,2,490.95111110000005
79,2017-01-14 06:00:00,541.0133333,646.8266667,2017-01-14 00:00:00,6,2421.76
80,2017-01-14 10:00:00,13445.12,17386.38222,2017-01-14 00:00:00,10,13874.63111
81,2017-01-14 14:00:00,279371.6622,304224.1422,2017-01-14 00:00:00,14,216581.6889
82,2017-01-14 18:00:00,186435.1289,202046.5778,2017-01-14 00:00:00,18,43131.44889
83,2017-01-14 22:00:00,78772.90667000001,85501.72443999999,2017-01-14 00:00:00,22,1137.777778
84,2017-01-15 02:00:00,5947.164444,7395.555556,2017-01-15 00:00:00,2,1137.777778
85,2017-01-15 06:00:00,4972.088889,5476.693333,2017-01-15 00:00:00,6,1476.835556
86,2017-01-15 10:00:00,34982.68444,39919.50222,2017-01-15 00:00:00,10,15916.37333
87,2017-01-15 14:00:00,149572.8356,184868.9778,2017-01-15 00:00:00,14,99789.93778
88,2017-01-15 18:00:00,61866.666670000006,77349.54667000001,2017-01-15 00:00:00,18,19235.84
89,2017-01-15 22:00:00,87623.68,91225.88444,2017-01-15 00:00:00,22,1647.502222
90,2017-01-16 02:00:00,5022.151111,5609.244444,2017-01-16 00:00:00,2,87.60888889
91,2017-01-16 06:00:00,265520.3556,272925.0133,2017-01-16 00:00:00,6,7751.111111
92,2017-01-16 10:00:00,76548.55111,82315.37778,2017-01-16 00:00:00,10,31143.25333
93,2017-01-16 14:00:00,214586.5956,264230.6844,2017-01-16 00:00:00,14,571254.8978
94,2017-01-16 18:00:00,208716.2311,224996.1244,2017-01-16 00:00:00,18,263058.2044
95,2017-01-16 22:00:00,40151.04,79222.89778,2017-01-16 00:00:00,22,2526.435556
96,2017-01-17 02:00:00,4487.395556,8504.32,2017-01-17 00:00:00,2,0.0
97,2017-01-17 06:00:00,17635.55556,22085.97333,2017-01-17 00:00:00,6,876.0888889
98,2017-01-17 10:00:00,280966.8267,300653.7956,2017-01-17 00:00:00,10,1000078.2220000001
99,2017-01-17 14:00:00,318787.1289,427025.6356,2017-01-17 00:00:00,14,943037.44
100,2017-01-17 18:00:00,161864.8178,183315.3422,2017-01-17 00:00:00,18,407577.6
101,2017-01-17 22:00:00,51767.18222,55473.49333,2017-01-17 00:00:00,22,4384.995556
102,2017-01-18 02:00:00,170.09777780000002,236.6577778,2017-01-18 00:00:00,2,1156.551111
103,2017-01-18 06:00:00,7323.875556,7676.017778,2017-01-18 00:00:00,6,31.85777778
104,2017-01-18 10:00:00,94146.56,105522.6311,2017-01-18 00:00:00,10,63681.99111
105,2017-01-18 14:00:00,421112.0356,451514.0267,2017-01-18 00:00:00,14,553376.4267
106,2017-01-18 18:00:00,220209.4933,235637.1911,2017-01-18 00:00:00,18,576291.84
107,2017-01-18 22:00:00,2555.4488890000002,3375.7866670000003,2017-01-18 00:00:00,22,16001.137780000001
108,2017-01-19 02:00:00,1257.813333,1821.5822219999998,2017-01-19 00:00:00,2,14116.40889
109,2017-01-19 06:00:00,12079.217779999999,12980.90667,2017-01-19 00:00:00,6,145125.8311
110,2017-01-19 10:00:00,116270.6489,133401.6,2017-01-19 00:00:00,10,585784.32
111,2017-01-19 14:00:00,142711.4667,170567.68,2017-01-19 00:00:00,14,354348.3733
112,2017-01-19 18:00:00,148113.0667,187266.8444,2017-01-19 00:00:00,18,354234.5956
113,2017-01-19 22:00:00,21052.302219999998,23161.74222,2017-01-19 00:00:00,22,34606.08
114,2017-01-20 02:00:00,51056.071110000004,55037.15556,2017-01-20 00:00:00,2,642.8444444
115,2017-01-20 06:00:00,2487.751111,2835.3422219999998,2017-01-20 00:00:00,6,81240.17778
116,2017-01-20 10:00:00,904723.3422,946222.6489,2017-01-20 00:00:00,10,533807.7867
117,2017-01-20 14:00:00,495640.4622,540071.8222,2017-01-20 00:00:00,14,509086.72
118,2017-01-20 18:00:00,474411.8044,498658.4178,2017-01-20 00:00:00,18,176539.8756
119,2017-01-20 22:00:00,70510.36444,87450.73778,2017-01-20 00:00:00,22,127958.4711
120,2017-01-21 02:00:00,2115.697778,3045.262222,2017-01-21 00:00:00,2,122891.9467
121,2017-01-21 06:00:00,21655.32444,23653.83111,2017-01-21 00:00:00,6,646.8266667
122,2017-01-21 10:00:00,96306.63111,137977.1733,2017-01-21 00:00:00,10,17386.38222
123,2017-01-21 14:00:00,325475.5556,441958.4,2017-01-21 00:00:00,14,304224.1422
124,2017-01-21 18:00:00,184033.28,233004.9422,2017-01-21 00:00:00,18,202046.5778
125,2017-01-21 22:00:00,59878.4,73019.73332999999,2017-01-21 00:00:00,22,85501.72443999999
126,2017-01-22 02:00:00,20386.70222,22285.084440000002,2017-01-22 00:00:00,2,7395.555556
127,2017-01-22 06:00:00,1352.8177779999999,1525.1911109999999,2017-01-22 00:00:00,6,5476.693333
128,2017-01-22 10:00:00,127304.2489,144394.8089,2017-01-22 00:00:00,10,39919.50222
129,2017-01-22 14:00:00,408422.4,435044.6933,2017-01-22 00:00:00,14,184868.9778
130,2017-01-22 18:00:00,301376.8533,425391.7867,2017-01-22 00:00:00,18,77349.54667000001
131,2017-01-22 22:00:00,150485.3333,156507.5911,2017-01-22 00:00:00,22,91225.88444
132,2017-01-23 02:00:00,569.4577778,816.3555556,2017-01-23 00:00:00,2,5609.244444
133,2017-01-23 06:00:00,930.7022222,1309.582222,2017-01-23 00:00:00,6,272925.0133
134,2017-01-23 10:00:00,38316.37333,43053.51111,2017-01-23 00:00:00,10,82315.37778
135,2017-01-23 14:00:00,153240.4622,169453.7956,2017-01-23 00:00:00,14,264230.6844
136,2017-01-23 18:00:00,61701.68889,65653.19111,2017-01-23 00:00:00,18,224996.1244
137,2017-01-23 22:00:00,1670.826667,2124.231111,2017-01-23 00:00:00,22,79222.89778
138,2017-01-24 02:00:00,183.18222219999998,271.36,2017-01-24 00:00:00,2,8504.32
139,2017-01-24 06:00:00,1649.208889,1970.631111,2017-01-24 00:00:00,6,22085.97333
140,2017-01-24 10:00:00,167435.9467,180066.9867,2017-01-24 00:00:00,10,300653.7956
141,2017-01-24 14:00:00,247895.6089,261969.3511,2017-01-24 00:00:00,14,427025.6356
142,2017-01-24 18:00:00,38413.65333,42912.42667,2017-01-24 00:00:00,18,183315.3422
143,2017-01-24 22:00:00,37489.208889999994,40525.93778,2017-01-24 00:00:00,22,55473.49333
144,2017-01-25 02:00:00,149.61777780000003,252.5866667,2017-01-25 00:00:00,2,236.6577778
145,2017-01-25 06:00:00,16149.61778,17446.11556,2017-01-25 00:00:00,6,7676.017778
146,2017-01-25 10:00:00,270712.0356,286153.3867,2017-01-25 00:00:00,10,105522.6311
147,2017-01-25 14:00:00,929433.6,1016500.907,2017-01-25 00:00:00,14,451514.0267
148,2017-01-25 18:00:00,390409.6711,486683.8756,2017-01-25 00:00:00,18,235637.1911
149,2017-01-25 22:00:00,133631.4311,139220.1956,2017-01-25 00:00:00,22,3375.7866670000003
150,2017-01-26 02:00:00,900.5511111,1191.822222,2017-01-26 00:00:00,2,1821.5822219999998
151,2017-01-26 06:00:00,143846.9689,151060.48,2017-01-26 00:00:00,6,12980.90667
152,2017-01-26 10:00:00,338425.7422,372368.4978,2017-01-26 00:00:00,10,133401.6
153,2017-01-26 14:00:00,246526.2933,278893.2267,2017-01-26 00:00:00,14,170567.68
154,2017-01-26 18:00:00,149789.0133,172083.7689,2017-01-26 00:00:00,18,187266.8444
155,2017-01-26 22:00:00,8493.511111,10113.13778,2017-01-26 00:00:00,22,23161.74222
156,2017-01-27 02:00:00,64730.45333,66848.42667,2017-01-27 00:00:00,2,55037.15556
157,2017-01-27 06:00:00,30920.81778,33245.29778,2017-01-27 00:00:00,6,2835.3422219999998
158,2017-01-27 10:00:00,129889.28,144055.7511,2017-01-27 00:00:00,10,946222.6489
159,2017-01-27 14:00:00,258856.96,319918.08,2017-01-27 00:00:00,14,540071.8222
160,2017-01-27 18:00:00,215736.32,262575.7867,2017-01-27 00:00:00,18,498658.4178
161,2017-01-27 22:00:00,10142.72,13144.17778,2017-01-27 00:00:00,22,87450.73778
162,2017-01-28 02:00:00,12420.551109999999,14404.83556,2017-01-28 00:00:00,2,3045.262222
163,2017-01-28 06:00:00,2720.426667,3376.9244439999998,2017-01-28 00:00:00,6,23653.83111
164,2017-01-28 10:00:00,282820.2667,289539.9822,2017-01-28 00:00:00,10,137977.1733
165,2017-01-28 14:00:00,489931.0933,543137.5644,2017-01-28 00:00:00,14,441958.4
166,2017-01-28 18:00:00,84282.59556,100423.1111,2017-01-28 00:00:00,18,233004.9422
167,2017-01-28 22:00:00,47090.34667,49489.35111,2017-01-28 00:00:00,22,73019.73332999999
168,2017-01-29 02:00:00,20635.87556,26506.24,2017-01-29 00:00:00,2,22285.084440000002
169,2017-01-29 06:00:00,5906.204444,6554.1688890000005,2017-01-29 00:00:00,6,1525.1911109999999
170,2017-01-29 10:00:00,9629.582222,14034.48889,2017-01-29 00:00:00,10,144394.8089
171,2017-01-29 14:00:00,878338.8444,951876.2667,2017-01-29 00:00:00,14,435044.6933
172,2017-01-29 18:00:00,200907.6622,215343.2178,2017-01-29 00:00:00,18,425391.7867
173,2017-01-29 22:00:00,53039.78667,80080.21333,2017-01-29 00:00:00,22,156507.5911
174,2017-01-30 02:00:00,7692.515556,9021.44,2017-01-30 00:00:00,2,816.3555556
175,2017-01-30 06:00:00,1606.542222,2272.142222,2017-01-30 00:00:00,6,1309.582222
176,2017-01-30 10:00:00,15524.40889,16704.85333,2017-01-30 00:00:00,10,43053.51111
177,2017-01-30 14:00:00,35897.457780000004,51870.15111,2017-01-30 00:00:00,14,169453.7956
178,2017-01-30 18:00:00,91620.69333,102999.6089,2017-01-30 00:00:00,18,65653.19111
179,2017-01-30 22:00:00,72261.40444,77418.95111000001,2017-01-30 00:00:00,22,2124.231111
180,2017-01-31 02:00:00,8257.991111,12001.28,2017-01-31 00:00:00,2,271.36
181,2017-01-31 06:00:00,1144.604444,1559.3244439999999,2017-01-31 00:00:00,6,1970.631111
182,2017-01-31 10:00:00,485159.8222,544187.1644,2017-01-31 00:00:00,10,180066.9867
183,2017-01-31 14:00:00,1088051.2,1554773.333,2017-01-31 00:00:00,14,261969.3511
184,2017-01-31 18:00:00,255606.8978,276961.8489,2017-01-31 00:00:00,18,42912.42667
185,2017-01-31 22:00:00,81912.60444,86249.81332999999,2017-01-31 00:00:00,22,40525.93778
186,2017-02-01 02:00:00,242.3466667,366.9333333,2017-02-01 00:00:00,2,252.5866667
187,2017-02-01 06:00:00,33665.137780000005,34445.65333,2017-02-01 00:00:00,6,17446.11556
188,2017-02-01 10:00:00,74934.61333,81422.79111,2017-02-01 00:00:00,10,286153.3867
189,2017-02-01 14:00:00,249826.4178,271980.0889,2017-02-01 00:00:00,14,1016500.907
190,2017-02-01 18:00:00,353611.6622,376096.4267,2017-02-01 00:00:00,18,486683.8756
191,2017-02-01 22:00:00,8902.542222,10287.78667,2017-02-01 00:00:00,22,139220.1956
192,2017-02-02 02:00:00,0.0,0.0,2017-02-02 00:00:00,2,1191.822222
193,2017-02-02 06:00:00,1206.613333,1298.773333,2017-02-02 00:00:00,6,151060.48
194,2017-02-02 10:00:00,76390.96889,110669.3689,2017-02-02 00:00:00,10,372368.4978
195,2017-02-02 14:00:00,337819.8756,574318.3644,2017-02-02 00:00:00,14,278893.2267
196,2017-02-02 18:00:00,286363.8756,302496.4267,2017-02-02 00:00:00,18,172083.7689
197,2017-02-02 22:00:00,37220.12444,42956.8,2017-02-02 00:00:00,22,10113.13778
198,2017-02-03 02:00:00,29.01333333,43.23555556,2017-02-03 00:00:00,2,66848.42667
199,2017-02-03 06:00:00,580.2666667000001,683.8044444,2017-02-03 00:00:00,6,33245.29778
200,2017-02-03 10:00:00,183209.5289,197772.5156,2017-02-03 00:00:00,10,144055.7511
201,2017-02-03 14:00:00,271567.0756,287209.2444,2017-02-03 00:00:00,14,319918.08
202,2017-02-03 18:00:00,114881.4222,140160.0,2017-02-03 00:00:00,18,262575.7867
203,2017-02-03 22:00:00,99555.55556000001,112394.24,2017-02-03 00:00:00,22,13144.17778
204,2017-02-04 02:00:00,26839.04,30965.76,2017-02-04 00:00:00,2,14404.83556
205,2017-02-04 06:00:00,285961.1022,291465.1022,2017-02-04 00:00:00,6,3376.9244439999998
206,2017-02-04 10:00:00,28104.24889,36052.76444,2017-02-04 00:00:00,10,289539.9822
207,2017-02-04 14:00:00,470691.84,517276.4444,2017-02-04 00:00:00,14,543137.5644
208,2017-02-04 18:00:00,90336.71111,99539.05777999999,2017-02-04 00:00:00,18,100423.1111
209,2017-02-04 22:00:00,58794.666670000006,68350.29333,2017-02-04 00:00:00,22,49489.35111
210,2017-02-05 02:00:00,10617.74222,12040.53333,2017-02-05 00:00:00,2,26506.24
211,2017-02-05 06:00:00,199109.4044,203914.24,2017-02-05 00:00:00,6,6554.1688890000005
212,2017-02-05 10:00:00,41931.09333,84586.38222,2017-02-05 00:00:00,10,14034.48889
213,2017-02-05 14:00:00,417637.2622,507709.44,2017-02-05 00:00:00,14,951876.2667
214,2017-02-05 18:00:00,346664.96,366846.2933,2017-02-05 00:00:00,18,215343.2178
215,2017-02-05 22:00:00,50710.186669999996,62442.95111,2017-02-05 00:00:00,22,80080.21333
216,2017-02-06 02:00:00,26265.03111,34050.27556,2017-02-06 00:00:00,2,9021.44
217,2017-02-06 06:00:00,6947.271111,7451.306667,2017-02-06 00:00:00,6,2272.142222
218,2017-02-06 10:00:00,109544.6756,127140.9778,2017-02-06 00:00:00,10,16704.85333
219,2017-02-06 14:00:00,164202.3822,284686.7911,2017-02-06 00:00:00,14,51870.15111
220,2017-02-06 18:00:00,395658.8089,440719.9289,2017-02-06 00:00:00,18,102999.6089
221,2017-02-06 22:00:00,103973.5467,112298.6667,2017-02-06 00:00:00,22,77418.95111000001
222,2017-02-07 02:00:00,396.5155556,615.5377778,2017-02-07 00:00:00,2,12001.28
223,2017-02-07 06:00:00,153.6,193.9911111,2017-02-07 00:00:00,6,1559.3244439999999
224,2017-02-07 10:00:00,496239.5022,527700.7644,2017-02-07 00:00:00,10,544187.1644
225,2017-02-07 14:00:00,486110.4356,549207.6089,2017-02-07 00:00:00,14,1554773.333
226,2017-02-07 18:00:00,576122.88,631417.1733,2017-02-07 00:00:00,18,276961.8489
227,2017-02-07 22:00:00,18965.048890000002,24390.54222,2017-02-07 00:00:00,22,86249.81332999999
228,2017-02-08 02:00:00,0.0,0.0,2017-02-08 00:00:00,2,366.9333333
229,2017-02-08 06:00:00,2232.888889,2595.84,2017-02-08 00:00:00,6,34445.65333
230,2017-02-08 10:00:00,43037.01333,58638.22222,2017-02-08 00:00:00,10,81422.79111
231,2017-02-08 14:00:00,1710977.138,2029915.0219999999,2017-02-08 00:00:00,14,271980.0889
232,2017-02-08 18:00:00,279938.8444,336164.9778,2017-02-08 00:00:00,18,376096.4267
233,2017-02-08 22:00:00,37663.85778,43347.62667,2017-02-08 00:00:00,22,10287.78667
234,2017-02-09 02:00:00,37741.795560000006,39800.035560000004,2017-02-09 00:00:00,2,0.0
235,2017-02-09 06:00:00,106769.0667,110283.0933,2017-02-09 00:00:00,6,1298.773333
236,2017-02-09 10:00:00,27456.284439999996,32223.004439999997,2017-02-09 00:00:00,10,110669.3689
237,2017-02-09 14:00:00,410194.4889,435576.6044,2017-02-09 00:00:00,14,574318.3644
238,2017-02-09 18:00:00,40408.74667,49430.186669999996,2017-02-09 00:00:00,18,302496.4267
239,2017-02-09 22:00:00,42281.528889999994,60569.6,2017-02-09 00:00:00,22,42956.8
240,2017-02-10 02:00:00,207580.16,215051.3778,2017-02-10 00:00:00,2,43.23555556
241,2017-02-10 06:00:00,3111.2533329999997,3642.595556,2017-02-10 00:00:00,6,683.8044444
242,2017-02-10 10:00:00,48408.46222,56063.431110000005,2017-02-10 00:00:00,10,197772.5156
243,2017-02-10 14:00:00,317859.2711,360386.56,2017-02-10 00:00:00,14,287209.2444
244,2017-02-10 18:00:00,115519.1467,129020.0178,2017-02-10 00:00:00,18,140160.0
245,2017-02-10 22:00:00,41172.19556,51456.568889999995,2017-02-10 00:00:00,22,112394.24
246,2017-02-11 02:00:00,58368.568889999995,70353.92,2017-02-11 00:00:00,2,30965.76
247,2017-02-11 06:00:00,26926.08,27958.61333,2017-02-11 00:00:00,6,291465.1022
248,2017-02-11 10:00:00,54595.697779999995,60402.346670000006,2017-02-11 00:00:00,10,36052.76444
249,2017-02-11 14:00:00,389314.56,462194.3467,2017-02-11 00:00:00,14,517276.4444
250,2017-02-11 18:00:00,1247870.293,1332640.4270000001,2017-02-11 00:00:00,18,99539.05777999999
251,2017-02-11 22:00:00,126214.8267,183083.8044,2017-02-11 00:00:00,22,68350.29333
252,2017-02-12 02:00:00,38798.222219999996,45564.58667,2017-02-12 00:00:00,2,12040.53333
253,2017-02-12 06:00:00,126.8622222,186.0266667,2017-02-12 00:00:00,6,203914.24
254,2017-02-12 10:00:00,241629.8667,293793.5644,2017-02-12 00:00:00,10,84586.38222
255,2017-02-12 14:00:00,510057.2444,612982.3289,2017-02-12 00:00:00,14,507709.44
256,2017-02-12 18:00:00,461776.7822,631099.7333,2017-02-12 00:00:00,18,366846.2933
257,2017-02-12 22:00:00,32953.457780000004,35108.97778,2017-02-12 00:00:00,22,62442.95111
258,2017-02-13 02:00:00,1363.626667,1588.906667,2017-02-13 00:00:00,2,34050.27556
259,2017-02-13 06:00:00,33684.48,50341.546669999996,2017-02-13 00:00:00,6,7451.306667
260,2017-02-13 10:00:00,326012.5867,346163.2,2017-02-13 00:00:00,10,127140.9778
261,2017-02-13 14:00:00,241387.52,351389.5822,2017-02-13 00:00:00,14,284686.7911
262,2017-02-13 18:00:00,412188.4444,468687.6444,2017-02-13 00:00:00,18,440719.9289
263,2017-02-13 22:00:00,27044.40889,30027.66222,2017-02-13 00:00:00,22,112298.6667
264,2017-02-14 02:00:00,23184.49778,26877.724439999998,2017-02-14 00:00:00,2,615.5377778
265,2017-02-14 06:00:00,108980.9067,115038.4356,2017-02-14 00:00:00,6,193.9911111
266,2017-02-14 10:00:00,165158.6844,182132.0533,2017-02-14 00:00:00,10,527700.7644
267,2017-02-14 14:00:00,209645.2267,230993.92,2017-02-14 00:00:00,14,549207.6089
268,2017-02-14 18:00:00,437513.6711,463341.2267,2017-02-14 00:00:00,18,631417.1733
269,2017-02-14 22:00:00,3031.608889,3317.191111,2017-02-14 00:00:00,22,24390.54222
270,2017-02-15 02:00:00,2466.702222,3277.368889,2017-02-15 00:00:00,2,0.0
271,2017-02-15 06:00:00,32572.871110000004,40870.115560000006,2017-02-15 00:00:00,6,2595.84
272,2017-02-15 10:00:00,148753.6356,174398.0089,2017-02-15 00:00:00,10,58638.22222
273,2017-02-15 14:00:00,410879.4311,438809.6,2017-02-15 00:00:00,14,2029915.0219999999
274,2017-02-15 18:00:00,254370.1333,284222.0089,2017-02-15 00:00:00,18,336164.9778
275,2017-02-15 22:00:00,5948.302222,7508.195556000001,2017-02-15 00:00:00,22,43347.62667
276,2017-02-16 02:00:00,0.0,0.0,2017-02-16 00:00:00,2,39800.035560000004
277,2017-02-16 06:00:00,0.0,0.0,2017-02-16 00:00:00,6,110283.0933
278,2017-02-16 10:00:00,65195.80444,88602.16889,2017-02-16 00:00:00,10,32223.004439999997
279,2017-02-16 14:00:00,1367342.649,1424252.0180000002,2017-02-16 00:00:00,14,435576.6044
280,2017-02-16 18:00:00,395370.9511,420403.2,2017-02-16 00:00:00,18,49430.186669999996
281,2017-02-16 22:00:00,7010.986667,8106.666667,2017-02-16 00:00:00,22,60569.6
282,2017-02-17 02:00:00,11.37777778,18.20444444,2017-02-17 00:00:00,2,215051.3778
283,2017-02-17 06:00:00,1171.911111,1601.4222220000001,2017-02-17 00:00:00,6,3642.595556
284,2017-02-17 10:00:00,231294.2933,251868.16,2017-02-17 00:00:00,10,56063.431110000005
285,2017-02-17 14:00:00,1199230.293,1312907.947,2017-02-17 00:00:00,14,360386.56
286,2017-02-17 18:00:00,817861.9733,875328.2844,2017-02-17 00:00:00,18,129020.0178
287,2017-02-17 22:00:00,138521.0311,179917.9378,2017-02-17 00:00:00,22,51456.568889999995
288,2017-02-18 02:00:00,4169.386667,7067.875556,2017-02-18 00:00:00,2,70353.92
289,2017-02-18 06:00:00,946.0622222000001,2800.0711109999997,2017-02-18 00:00:00,6,27958.61333
290,2017-02-18 10:00:00,102405.12,132309.3333,2017-02-18 00:00:00,10,60402.346670000006
291,2017-02-18 14:00:00,657327.7867,858777.6,2017-02-18 00:00:00,14,462194.3467
