Time,Download (B),Total (B)
2017/07/15 06:00:00.000000 +00:00,19536.78222,21118.29333
2017/07/15 10:00:00.000000 +00:00,497144.0356,610961.0667
2017/07/15 14:00:00.000000 +00:00,2442164.907,3080392.249
2017/07/15 18:00:00.000000 +00:00,1716878.791,2121076.053
2017/07/15 22:00:00.000000 +00:00,290839.3244,511252.48
2017/07/16 02:00:00.000000 +00:00,468847.5022,488054.8978
2017/07/16 06:00:00.000000 +00:00,50464.99556,51712.56889
2017/07/16 10:00:00.000000 +00:00,174983.3956,185537.4222
2017/07/16 14:00:00.000000 +00:00,985920.8533,1097683.058
2017/07/16 18:00:00.000000 +00:00,1425950.151,1638938.738
2017/07/16 22:00:00.000000 +00:00,459429.5467,746006.1867
2017/07/17 02:00:00.000000 +00:00,966849.9911,996456.1067
2017/07/17 06:00:00.000000 +00:00,65535.43111,224033.5644
2017/07/17 10:00:00.000000 +00:00,160499.4844,229463.04
2017/07/17 14:00:00.000000 +00:00,434405.8311,507750.4
2017/07/17 18:00:00.000000 +00:00,90723.55556,120498.6311
2017/07/17 22:00:00.000000 +00:00,375946.8089,396232.8178
2017/07/18 02:00:00.000000 +00:00,311528.1067,322260.7644
2017/07/18 06:00:00.000000 +00:00,32874.95111,34649.31556
2017/07/18 10:00:00.000000 +00:00,438360.7467,495775.2889
2017/07/18 14:00:00.000000 +00:00,624130.2756,794114.8444
2017/07/18 18:00:00.000000 +00:00,567427.4133,678334.0089
2017/07/18 22:00:00.000000 +00:00,1032533.333,1084692.48
2017/07/19 02:00:00.000000 +00:00,213197.9378,219397.12
2017/07/19 06:00:00.000000 +00:00,370354.0622,381776.2133
2017/07/19 10:00:00.000000 +00:00,360896.8533,527798.6133
2017/07/19 14:00:00.000000 +00:00,1067023.929,1168096.711
2017/07/19 18:00:00.000000 +00:00,1464039.538,1686483.058
2017/07/19 22:00:00.000000 +00:00,1087469.227,1374163.058
2017/07/20 02:00:00.000000 +00:00,212754.2044,267428.4089
2017/07/20 06:00:00.000000 +00:00,226746.0267,233498.7378
2017/07/20 10:00:00.000000 +00:00,372633.0311,406699.8044
2017/07/20 14:00:00.000000 +00:00,738888.2489,948346.3111
2017/07/20 18:00:00.000000 +00:00,1773661.298,1891737.6
2017/07/20 22:00:00.000000 +00:00,1420636.16,1491975.964
2017/07/21 02:00:00.000000 +00:00,71765.33333,74866.34667
2017/07/21 06:00:00.000000 +00:00,251593.9556,260299.6622
2017/07/21 10:00:00.000000 +00:00,483544.7467,542202.88
2017/07/21 14:00:00.000000 +00:00,739605.0489,879491.9822
2017/07/21 18:00:00.000000 +00:00,708382.1511,937954.9867
2017/07/21 22:00:00.000000 +00:00,952262.5422,1174348.8
2017/07/22 02:00:00.000000 +00:00,252608.2844,258796.0889
2017/07/22 06:00:00.000000 +00:00,1373521.92,1455923.769
2017/07/22 10:00:00.000000 +00:00,398508.9422,464891.4489
2017/07/22 14:00:00.000000 +00:00,1436149.191,1569262.933
2017/07/22 18:00:00.000000 +00:00,2344352.427,2975001.6
2017/07/22 22:00:00.000000 +00:00,481771.52,635960.32
2017/07/23 02:00:00.000000 +00:00,159381.6178,168103.2533
2017/07/23 06:00:00.000000 +00:00,8371.2,8964.551111
2017/07/23 10:00:00.000000 +00:00,834889.9556,1181960.533
2017/07/23 14:00:00.000000 +00:00,1228390.969,1316780.942
2017/07/23 18:00:00.000000 +00:00,820359.3956,1060109.653
2017/07/23 22:00:00.000000 +00:00,440441.7422,595510.0444
2017/07/24 02:00:00.000000 +00:00,3342.222222,3686.4
2017/07/24 06:00:00.000000 +00:00,35568.64,38603.09333
2017/07/24 10:00:00.000000 +00:00,884811.6622,939090.4889
2017/07/24 14:00:00.000000 +00:00,2410539.804,2612333.796
2017/07/24 18:00:00.000000 +00:00,985758.1511,1375659.804
2017/07/24 22:00:00.000000 +00:00,325060.8356,475175.8222
2017/07/25 02:00:00.000000 +00:00,28207.78667,31082.95111
2017/07/25 06:00:00.000000 +00:00,97104.21333,101593.8844
2017/07/25 10:00:00.000000 +00:00,848469.3333,904277.9022
2017/07/25 14:00:00.000000 +00:00,2058707.627,2362644.48
2017/07/25 18:00:00.000000 +00:00,2606679.04,2796923.449
2017/07/25 22:00:00.000000 +00:00,728867.2711,805579.0933
2017/07/26 02:00:00.000000 +00:00,5793.564444,6431.288889
2017/07/26 06:00:00.000000 +00:00,50333.58222,53410.70222
2017/07/26 10:00:00.000000 +00:00,1068574.72,1265458.062
2017/07/26 14:00:00.000000 +00:00,2661215.004,2860032.569
2017/07/26 18:00:00.000000 +00:00,1871308.8,1964228.267
2017/07/26 22:00:00.000000 +00:00,1310704.64,1455807.716
2017/07/27 02:00:00.000000 +00:00,51502.08,55258.45333
2017/07/27 06:00:00.000000 +00:00,25974.89778,29190.82667
2017/07/27 10:00:00.000000 +00:00,321787.4489,350168.1778
2017/07/27 14:00:00.000000 +00:00,5573651.911,6150267.449
2017/07/27 18:00:00.000000 +00:00,590250.0978,713871.9289
2017/07/27 22:00:00.000000 +00:00,229090.9867,273095.68
2017/07/28 02:00:00.000000 +00:00,377314.4178,542752.9956
2017/07/28 06:00:00.000000 +00:00,415139.84,430958.3644
2017/07/28 10:00:00.000000 +00:00,285363.2,313794.56
2017/07/28 14:00:00.000000 +00:00,358952.3911,415532.3733
2017/07/28 18:00:00.000000 +00:00,285652.1956,362427.7333
2017/07/28 22:00:00.000000 +00:00,314810.0267,331173.5467
2017/07/29 02:00:00.000000 +00:00,20076.08889,29532.72889
2017/07/29 06:00:00.000000 +00:00,33272.60444,34887.68
2017/07/29 10:00:00.000000 +00:00,115452.0178,178673.7778
2017/07/29 14:00:00.000000 +00:00,479256.4622,822294.1867
2017/07/29 18:00:00.000000 +00:00,547267.6978,714561.9911
2017/07/29 22:00:00.000000 +00:00,595848.5333,761506.1333
2017/07/30 02:00:00.000000 +00:00,15089.20889,17118.43556
2017/07/30 06:00:00.000000 +00:00,48.35555556,95.00444444
2017/07/30 10:00:00.000000 +00:00,2257062.684,2516811.093
2017/07/30 14:00:00.000000 +00:00,1993148.871,2295529.244
2017/07/30 18:00:00.000000 +00:00,462161.3511,582881.8489
2017/07/30 22:00:00.000000 +00:00,410738.9156,568618.6667
2017/07/31 02:00:00.000000 +00:00,176141.0844,182357.3333
2017/07/31 06:00:00.000000 +00:00,3848.533333,4763.306667
2017/07/31 10:00:00.000000 +00:00,769883.5911,891397.6889
2017/07/31 14:00:00.000000 +00:00,726364.7289,801938.2044
2017/07/31 18:00:00.000000 +00:00,690533.2622,1038163.058
2017/07/31 22:00:00.000000 +00:00,386432.5689,548201.8133
2017/08/01 02:00:00.000000 +00:00,25936.21333,31509.04889
2017/08/01 06:00:00.000000 +00:00,165420.9422,175209.2444
2017/08/01 10:00:00.000000 +00:00,544870.9689,588600.32
2017/08/01 14:00:00.000000 +00:00,1123498.098,1293457.067
2017/08/01 18:00:00.000000 +00:00,564153.4578,676320.7111
2017/08/01 22:00:00.000000 +00:00,181746.3467,207483.4489
2017/08/02 02:00:00.000000 +00:00,5509.688889,6486.471111
2017/08/02 06:00:00.000000 +00:00,25722.88,27231.00444
2017/08/02 10:00:00.000000 +00:00,258592.9956,354362.0267
2017/08/02 14:00:00.000000 +00:00,1247463.538,1409865.956
2017/08/02 18:00:00.000000 +00:00,1796790.044,2072266.524
2017/08/02 22:00:00.000000 +00:00,639709.8667,705766.9689
2017/08/03 02:00:00.000000 +00:00,82963.91111,97499.59111
2017/08/03 06:00:00.000000 +00:00,2244.835556,2852.408889
2017/08/03 10:00:00.000000 +00:00,724837.8311,942137.4578
2017/08/03 14:00:00.000000 +00:00,2455691.378,2851883.236
2017/08/03 18:00:00.000000 +00:00,1072294.116,1245002.524
2017/08/03 22:00:00.000000 +00:00,232574.8622,569735.9644
2017/08/04 02:00:00.000000 +00:00,946.6311111,2666.382222
2017/08/04 06:00:00.000000 +00:00,869207.6089,878769.4933
2017/08/04 10:00:00.000000 +00:00,491531.3778,669702.8267
2017/08/04 14:00:00.000000 +00:00,1561875.342,2754679.467
2017/08/04 18:00:00.000000 +00:00,1286055.822,1579790.791
2017/08/04 22:00:00.000000 +00:00,372225.7067,475339.6622
2017/08/05 02:00:00.000000 +00:00,331593.9556,346410.0978
2017/08/05 06:00:00.000000 +00:00,190635.2356,200516.2667
2017/08/05 10:00:00.000000 +00:00,295408.0711,370301.7244
2017/08/05 14:00:00.000000 +00:00,1157791.289,1351385.316
2017/08/05 18:00:00.000000 +00:00,1074489.458,1289436.16
2017/08/05 22:00:00.000000 +00:00,1012846.364,1093201.92
2017/08/06 02:00:00.000000 +00:00,50985.52889,56345.03111
2017/08/06 06:00:00.000000 +00:00,186952.8178,193169.0667
2017/08/06 10:00:00.000000 +00:00,342479.0756,379191.7511
2017/08/06 14:00:00.000000 +00:00,977778.9156,1120187.733
2017/08/06 18:00:00.000000 +00:00,981759.4311,1118070.898
2017/08/06 22:00:00.000000 +00:00,492840.3911,576299.8044
2017/08/07 02:00:00.000000 +00:00,6844.871111,8129.991111
2017/08/07 06:00:00.000000 +00:00,2004.764444,3176.106667
2017/08/07 10:00:00.000000 +00:00,38505.24444,46960.07111
2017/08/07 14:00:00.000000 +00:00,81303.89333,123446.6133
2017/08/07 18:00:00.000000 +00:00,370545.7778,652866.56
2017/08/07 22:00:00.000000 +00:00,1167455.573,1294981.689
2017/08/08 02:00:00.000000 +00:00,122959.6444,129633.8489
2017/08/08 06:00:00.000000 +00:00,32287.28889,33830.11556
2017/08/08 10:00:00.000000 +00:00,257712.9244,304636.5867
2017/08/08 14:00:00.000000 +00:00,1485812.053,1660371.058
2017/08/08 18:00:00.000000 +00:00,1112382.578,1371253.191
2017/08/08 22:00:00.000000 +00:00,1156752.498,1383326.72
2017/08/09 02:00:00.000000 +00:00,13016.17778,15642.16889
2017/08/09 06:00:00.000000 +00:00,29849.6,32347.02222
2017/08/09 10:00:00.000000 +00:00,355789.9378,387796.1956
2017/08/09 14:00:00.000000 +00:00,1866651.876,2050097.493
2017/08/09 18:00:00.000000 +00:00,2054920.533,2692653.511
2017/08/09 22:00:00.000000 +00:00,671839.5733,936895.7156
2017/08/10 02:00:00.000000 +00:00,6924.515556,8173.226667
2017/08/10 06:00:00.000000 +00:00,332564.48,343874.56
2017/08/10 10:00:00.000000 +00:00,629232.0711,703731.4844
2017/08/10 14:00:00.000000 +00:00,1861890.844,2113537.138
2017/08/10 18:00:00.000000 +00:00,1119659.236,1284780.942
2017/08/10 22:00:00.000000 +00:00,356028.3022,376309.76
2017/08/11 02:00:00.000000 +00:00,65164.51556,70775.46667
2017/08/11 06:00:00.000000 +00:00,2334.72,2818.275556
2017/08/11 10:00:00.000000 +00:00,413973.6178,508339.2
2017/08/11 14:00:00.000000 +00:00,960635.4489,1186164.053
2017/08/11 18:00:00.000000 +00:00,1031823.929,1257138.631
2017/08/11 22:00:00.000000 +00:00,457156.8356,660246.7556
2017/08/12 02:00:00.000000 +00:00,10860.08889,11483.59111
2017/08/12 06:00:00.000000 +00:00,2133.333333,2228.337778
2017/08/12 10:00:00.000000 +00:00,153166.5067,305365.3333
2017/08/12 14:00:00.000000 +00:00,223319.6089,934669.6533
2017/08/12 18:00:00.000000 +00:00,574414.5067,783515.3067
2017/08/12 22:00:00.000000 +00:00,262848.8533,751730.3467
2017/08/13 02:00:00.000000 +00:00,164909.5111,1080116.338
2017/08/13 06:00:00.000000 +00:00,42756.55111,45252.83556
2017/08/13 10:00:00.000000 +00:00,356514.1333,430656.8533
2017/08/13 14:00:00.000000 +00:00,1198109.013,3718024.533
2017/08/13 18:00:00.000000 +00:00,911185.92,1599458.418
2017/08/13 22:00:00.000000 +00:00,291583.4311,824760.32
2017/08/14 02:00:00.000000 +00:00,14039.60889,15248.49778
2017/08/14 06:00:00.000000 +00:00,74396.44444,77856.42667
2017/08/14 10:00:00.000000 +00:00,342968.8889,377510.1156
2017/08/14 14:00:00.000000 +00:00,1255716.409,1634795.52
2017/08/14 18:00:00.000000 +00:00,1409226.524,1595272.533
2017/08/14 22:00:00.000000 +00:00,184039.5378,225980.8711
2017/08/15 02:00:00.000000 +00:00,112523.9467,118257.2089
2017/08/15 06:00:00.000000 +00:00,624208.7822,648771.6978
2017/08/15 10:00:00.000000 +00:00,360031.0044,464917.0489
2017/08/15 14:00:00.000000 +00:00,553801.3867,706519.6089
2017/08/15 18:00:00.000000 +00:00,1007738.311,1359602.347
2017/08/15 22:00:00.000000 +00:00,1580475.733,1657314.987
2017/08/16 02:00:00.000000 +00:00,102723.6978,111575.6089
2017/08/16 06:00:00.000000 +00:00,189472.4267,204543.4311
2017/08/16 10:00:00.000000 +00:00,1308588.942,1490839.324
2017/08/16 14:00:00.000000 +00:00,1105001.813,1384945.778
2017/08/16 18:00:00.000000 +00:00,2388959.004,2714379.947
2017/08/16 22:00:00.000000 +00:00,566027.9467,662255.5022
2017/08/17 02:00:00.000000 +00:00,168469.0489,175839.0044
2017/08/17 06:00:00.000000 +00:00,148507.3067,155180.3733
2017/08/17 10:00:00.000000 +00:00,154939.7333,185245.0133
2017/08/17 14:00:00.000000 +00:00,1719245.369,2041683.627
2017/08/17 18:00:00.000000 +00:00,2177743.644,2301794.987
2017/08/17 22:00:00.000000 +00:00,264507.7333,280250.0267
2017/08/18 02:00:00.000000 +00:00,159532.3733,197862.4
2017/08/18 06:00:00.000000 +00:00,909.0844444,1183.288889
2017/08/18 10:00:00.000000 +00:00,246640.0711,276903.8222
2017/08/18 14:00:00.000000 +00:00,634538.6667,1097318.4
2017/08/18 18:00:00.000000 +00:00,825866.24,1149134.507
2017/08/18 22:00:00.000000 +00:00,562383.6444,1072182.613
2017/08/19 02:00:00.000000 +00:00,75315.76889,104744.3911
2017/08/19 06:00:00.000000 +00:00,249373.0133,276139.2356
2017/08/19 10:00:00.000000 +00:00,221314.2756,479464.1067
2017/08/19 14:00:00.000000 +00:00,1584621.796,2237939.484
2017/08/19 18:00:00.000000 +00:00,1078404.551,1544894.009
2017/08/19 22:00:00.000000 +00:00,1890831.929,2008635.733
2017/08/20 02:00:00.000000 +00:00,651403.9467,694884.6933
2017/08/20 06:00:00.000000 +00:00,219657.1022,226516.7644
2017/08/20 10:00:00.000000 +00:00,74674.63111,116335.5022
2017/08/20 14:00:00.000000 +00:00,540481.9911,985242.1689
2017/08/20 18:00:00.000000 +00:00,1473113.316,1868022.898
2017/08/20 22:00:00.000000 +00:00,397118.0089,505402.0267
2017/08/21 02:00:00.000000 +00:00,693348.6933,732021.1911
2017/08/21 06:00:00.000000 +00:00,94279.68,104506.0267
2017/08/21 10:00:00.000000 +00:00,66777.88444,85741.79556
2017/08/21 14:00:00.000000 +00:00,530008.1778,716488.8178
2017/08/21 18:00:00.000000 +00:00,584842.8089,681737.6711
2017/08/21 22:00:00.000000 +00:00,688463.0756,852228.5511
2017/08/22 02:00:00.000000 +00:00,793953.8489,821683.7689
2017/08/22 06:00:00.000000 +00:00,18880.85333,20879.36
2017/08/22 10:00:00.000000 +00:00,681208.6044,947976.5333
2017/08/22 14:00:00.000000 +00:00,801509.2622,1274510.791
2017/08/22 18:00:00.000000 +00:00,754400.1422,869105.2089
2017/08/22 22:00:00.000000 +00:00,826196.7644,914854.6844
2017/08/23 02:00:00.000000 +00:00,125511.68,139355.0222
2017/08/23 06:00:00.000000 +00:00,20688.21333,25746.20444
2017/08/23 10:00:00.000000 +00:00,241974.6133,307768.32
2017/08/23 14:00:00.000000 +00:00,1410319.929,1994499.982
2017/08/23 18:00:00.000000 +00:00,1563257.173,1909248.569
2017/08/23 22:00:00.000000 +00:00,1251147.662,1294147.698
2017/08/24 02:00:00.000000 +00:00,640366.3644,659726.2222
2017/08/24 06:00:00.000000 +00:00,267547.8756,280769.4222
2017/08/24 10:00:00.000000 +00:00,154142.1511,535303.3956
2017/08/24 14:00:00.000000 +00:00,1128469.049,1520823.182
2017/08/24 18:00:00.000000 +00:00,2173561.173,2371882.667
2017/08/24 22:00:00.000000 +00:00,817479.68,863408.3556
2017/08/25 02:00:00.000000 +00:00,5769.102222,7908.124444
2017/08/25 06:00:00.000000 +00:00,5276.444444,6595.697778
2017/08/25 10:00:00.000000 +00:00,370739.7689,416894.2933
2017/08/25 14:00:00.000000 +00:00,770310.2578,851374.08
2017/08/25 18:00:00.000000 +00:00,1334620.729,1953518.933
2017/08/25 22:00:00.000000 +00:00,1158092.8,1317469.298
2017/08/26 02:00:00.000000 +00:00,300075.2356,395969.9911
2017/08/26 06:00:00.000000 +00:00,49663.43111,52402.63111
2017/08/26 10:00:00.000000 +00:00,235700.3378,319926.0444
2017/08/26 14:00:00.000000 +00:00,493337.0311,743440.4978
2017/08/26 18:00:00.000000 +00:00,537803.6622,642409.8133
2017/08/26 22:00:00.000000 +00:00,960134.2578,1047102.578
2017/08/27 02:00:00.000000 +00:00,21135.36,23949.08444
2017/08/27 06:00:00.000000 +00:00,1.706666667,2.275555556
2017/08/27 10:00:00.000000 +00:00,132458.3822,146453.6178
2017/08/27 14:00:00.000000 +00:00,619349.9022,713767.8222
2017/08/27 18:00:00.000000 +00:00,738216.3911,967644.7289
2017/08/27 22:00:00.000000 +00:00,3301545.529,3395260.871
2017/08/28 02:00:00.000000 +00:00,658246.5422,738771.0578
2017/08/28 06:00:00.000000 +00:00,235082.5244,243740.4444
2017/08/28 10:00:00.000000 +00:00,178520.7467,232679.5378
2017/08/28 14:00:00.000000 +00:00,3260538.88,3392243.484
2017/08/28 18:00:00.000000 +00:00,709940.3378,821714.4889
2017/08/28 22:00:00.000000 +00:00,414813.8667,476472.32
2017/08/29 02:00:00.000000 +00:00,325497.7422,344189.1556
2017/08/29 06:00:00.000000 +00:00,2160.071111,3008.853333
2017/08/29 10:00:00.000000 +00:00,60816.49778,74199.60889
2017/08/29 14:00:00.000000 +00:00,425493.0489,481213.44
2017/08/29 18:00:00.000000 +00:00,1511207.822,1675162.169
2017/08/29 22:00:00.000000 +00:00,106540.3733,125086.1511
2017/08/30 02:00:00.000000 +00:00,165168.9244,180417.9911
2017/08/30 06:00:00.000000 +00:00,51420.72889,63045.97333
2017/08/30 10:00:00.000000 +00:00,281129.5289,413694.2933
2017/08/30 14:00:00.000000 +00:00,916933.9733,1032805.262
2017/08/30 18:00:00.000000 +00:00,1415525.831,1510143.431
2017/08/30 22:00:00.000000 +00:00,932373.6178,956937.1022
2017/08/31 02:00:00.000000 +00:00,1732406.044,1784278.471
2017/08/31 06:00:00.000000 +00:00,797684.6222,843201.9911
2017/08/31 10:00:00.000000 +00:00,179396.2667,228558.5067
2017/08/31 14:00:00.000000 +00:00,564312.7467,626455.3244
2017/08/31 18:00:00.000000 +00:00,307680.1422,361510.6844
2017/08/31 22:00:00.000000 +00:00,189344.4267,444830.1511
2017/09/01 02:00:00.000000 +00:00,276863.4311,287762.2044
2017/09/01 06:00:00.000000 +00:00,252344.32,258724.9778
2017/09/01 10:00:00.000000 +00:00,266249.6711,291707.4489
2017/09/01 14:00:00.000000 +00:00,26633.67111,33536.56889
2017/09/01 18:00:00.000000 +00:00,194227.2,210315.3778
2017/09/01 22:00:00.000000 +00:00,71817.67111,80240.07111
2017/09/02 02:00:00.000000 +00:00,10862.36444,18675.48444
2017/09/02 06:00:00.000000 +00:00,27530.24,28966.11556
2017/09/02 10:00:00.000000 +00:00,608022.7556,635005.1556
2017/09/02 14:00:00.000000 +00:00,449264.0711,527130.1689
2017/09/02 18:00:00.000000 +00:00,221285.8311,268162.8444
2017/09/02 22:00:00.000000 +00:00,268112.2133,326513.2089
2017/09/03 02:00:00.000000 +00:00,37416.96,104895.1467
2017/09/03 06:00:00.000000 +00:00,48266.24,54059.80444
2017/09/03 10:00:00.000000 +00:00,224832.8533,440743.8222
2017/09/03 14:00:00.000000 +00:00,979255.1822,1311162.596
2017/09/03 18:00:00.000000 +00:00,878607.9289,1548629.333
2017/09/03 22:00:00.000000 +00:00,1138676.053,1399685.12
2017/09/04 02:00:00.000000 +00:00,15679.71556,16590.50667
2017/09/04 06:00:00.000000 +00:00,6805.048889,14051.55556
2017/09/04 10:00:00.000000 +00:00,157294.9333,184263.68
2017/09/04 14:00:00.000000 +00:00,904426.3822,1261888.853
2017/09/04 18:00:00.000000 +00:00,1022117.547,1156011.236
2017/09/04 22:00:00.000000 +00:00,296738.7022,356803.6978
2017/09/05 02:00:00.000000 +00:00,761916.8711,947696.0711
2017/09/05 06:00:00.000000 +00:00,113738.5244,171356.16
2017/09/05 10:00:00.000000 +00:00,387985.6356,489984
2017/09/05 14:00:00.000000 +00:00,784760.6044,860955.8756
2017/09/05 18:00:00.000000 +00:00,514805.1911,563172.1244
2017/09/05 22:00:00.000000 +00:00,487623.68,525347.2711
2017/09/06 02:00:00.000000 +00:00,43915.94667,49590.04444
2017/09/06 06:00:00.000000 +00:00,13984.99556,15662.08
2017/09/06 10:00:00.000000 +00:00,169413.9733,181257.1022
2017/09/06 14:00:00.000000 +00:00,152755.7689,174744.4622
2017/09/06 18:00:00.000000 +00:00,104084.48,153289.9556
2017/09/06 22:00:00.000000 +00:00,395851.0933,419747.84
2017/09/07 02:00:00.000000 +00:00,1583928.889,1658358.898
2017/09/07 06:00:00.000000 +00:00,207442.4889,239607.4667
2017/09/07 10:00:00.000000 +00:00,640906.24,692794.5956
2017/09/07 14:00:00.000000 +00:00,593326.08,791352.32
2017/09/07 18:00:00.000000 +00:00,53716.19556,117895.9644
2017/09/07 22:00:00.000000 +00:00,137676.8,166103.04
2017/09/08 02:00:00.000000 +00:00,504965.12,528036.4089
2017/09/08 06:00:00.000000 +00:00,62691.55556,72027.02222
2017/09/08 10:00:00.000000 +00:00,836249.0311,1008287.858
2017/09/08 14:00:00.000000 +00:00,124609.4222,366362.1689
2017/09/08 18:00:00.000000 +00:00,1098819.698,1162124.516
2017/09/08 22:00:00.000000 +00:00,334456.6044,360540.7289
2017/09/09 02:00:00.000000 +00:00,97346.56,197901.0844
2017/09/09 06:00:00.000000 +00:00,11200.28444,13535.57333
2017/09/09 10:00:00.000000 +00:00,107224.1778,131771.1644
2017/09/09 14:00:00.000000 +00:00,48420.40889,100298.5244
2017/09/09 18:00:00.000000 +00:00,402705.0667,458432.8533
